id	bloque	titulo	cuerpo
333	Democracia Internacional	Reducció de despeses sumptuàries del servei exterior i més atenció a emigrants espanyols	<p>Desarrollaremos una reforma del servicio exterior con arreglo a los siguientes principios:</p><ul><li>Modernización de los métodos de trabajo y de organización interna, revisión del concurso de acceso a la carrera diplomática y estudio del establecimiento de un cuarto turno, y mejora de las condiciones de trabajo de los funcionarios y contratados en España y en el exterior.</li><li>Racionalización de los recursos a través de la disminución de gastos suntuarios y la reasignación de los recursos suprimidos. Revisión de la política salarial para evitar las desigualdades y racionalización de la política de compra y alquileres de las sedes dependientes del Ministerio de Asuntos Exteriores y de Cooperación tanto en España como en el extranjero. </li><li>Refuerzo de los servicios de asistencia consular y, en general, de todos los de atención al ciudadano, especialmente los relativos a los residentes españoles en el extranjero. </li></ul>
334	Democracia Internacional	Transformació de la Marca Espanya i de l’Institut Cervantes per a que siguin reflex de la diversitat i plurinacionalitat del nostre país	<p>Desde la convicción de que la política exterior sigue unos principios generales básicos, pero al mismo tiempo debe ser un reflejo de la diversidad del Estado, y asimismo desde el convencimiento de que tiene que ser una política transparente y abierta a la participación de la sociedad civil, con mecanismos de control y rendición de cuentas, crearemos un Consejo Interterritorial de Política y Acción Exterior en el que participará la sociedad civil y que reforzará la coordinación interministerial. Del mismo modo, crearemos un consejo ciudadano que participará en la elaboración y supervisión de nuestra política exterior y del respeto y la defensa de los derechos humanos.</p><p>En consonancia con lo anterior, reformaremos y adecuaremos el Instituto Cervantes a la diversidad lingüística y cultural de España, y transformaremos la Marca España para que, desde una perspectiva integradora, represente la diversidad y la plurinacionalidad de nuestro país, así como los intereses de toda la ciudadanía. </p>
335	Democracia Internacional	Aprovació d’un Pacte per la Justícia Global i d’una Llei de Solidaritat i Cooperació Internacional	<p>Impulsaremos la elaboración, aprobación y ejecución de un Pacto por la Justicia Global que articule la nueva política de solidaridad y cooperación internacional. Este pacto contemplará la aprobación de una nueva Ley de Solidaridad y Cooperación Internacional que, en un marco coherente de políticas para el desarrollo sostenible, constituirá el anclaje legal para la nueva política de Estado en esta materia. La ley incorporará mecanismos de participación de la ciudadanía organizada (movimientos sociales, comités de solidaridad y ONGD) en la nueva política de solidaridad y cooperación internacional, especialmente el Consejo de Cooperación, para convertirlo en un verdadero espacio de planificación, seguimiento y evaluación de dicha política. </p><p>Además, la Ley de Solidaridad y Cooperación Internacional establecerá una nueva política de financiación que asegure la participación activa y protagónica de la ciudadanía en nuestra política de solidaridad y cooperación, adaptando su financiación a las funciones que desempeñarán las organizaciones y los movimientos sociales en este ámbito, para potenciar así su papel movilizador. </p>
336	Democracia Internacional	Augment del pressupost destinat a l’Ajuda Oficial al Desenvolupament	<p>Destinaremos el 0,7 % de la Renta Nacional Bruta (RNB) a la Ayuda Oficial al Desarrollo (AOD) en un máximo de dos legislaturas (establecemos como meta para la primera legislatura un mínimo del 0,4 %). La AOD actuará al margen de intereses comerciales, geoestratégicos o de cualquier otro carácter que sean distintos a los recogidos en el Pacto por la Justicia Global, y regirá su actuación en base a los principios de suficiencia, previsibilidad y respaldo técnico. </p><p>Las alianzas público-privadas quedarán subordinadas a una nueva estrategia de participación del sector privado en el desarrollo sostenible, que se construirá junto con la ciudadanía organizada y será de obligado cumplimiento para las empresas que participen en dichas alianzas y en las acciones de cooperación y solidaridad internacional.</p><p>Además, realizaremos auditorías con participación ciudadana (incluida la de los países socios de la acción de solidaridad y cooperación internacional) sobre el impacto en la igualdad, los derechos humanos, la equidad de género y la sostenibilidad medioambiental de las actividades de las empresas financiadas con fondos de la AOD española.</p><p>Por último, destinaremos el 15 % de los fondos de la AOD a intervenciones específicas de género, al empoderamiento de las mujeres y a la salud sexual y reproductiva, priorizando la asignación de recursos a los movimientos feministas y a favor de los derechos de las mujeres, en los ámbitos locales, nacionales, regionales e internacionales. </p>
337	Democracia Internacional	Creació del Ministeri d’Igualtat i Solidaritat	<p>Crearemos un nuevo Ministerio de Igualdad y Solidaridad, que será el organismo responsable de la implementación de la política de cooperación y solidaridad internacional. </p><p>Su nivel de interlocución interministerial será elevado y se encargará de la planificación, dirección e implementación de todas las acciones que comprenden actualmente la cooperación internacional para el desarrollo (política de solidaridad y cooperación, acción humanitaria, educación para la ciudadanía global, investigación para la justicia global y el desarrollo sostenible, etcétera), incluyendo la gestión de sus instrumentos financieros (AOD), reembolsables o no, y la acción para la justicia económica global. Se encargará, igualmente, de garantizar la coherencia de las políticas para el desarrollo a través de una unidad con capacidad de análisis, evaluación y auditoría de todas las políticas públicas. </p><p>Además, pondremos en marcha una nueva carrera para formar profesionales en cooperación y solidaridad internacional, que estará diferenciada explícita, funcional y orgánicamente de la carrera diplomática.</p><p><br><br><br></p><p>Andalucía</p>
338	Ámbito autonómico y municipal	Liberalització de l'AP-4 (Sevilla-Jerez)	<p>La concesión de este tramo de autopista, después de ser prorrogada hace unos años, está a punto de finalizar. Proponemos, dada la inexistencia de una vía de alta velocidad alternativa, que no se prorrogue la concesión y se eliminen los peajes. Con ello, se facilitaría la conexión por carretera de la Campiña de Jerez y la desembocadura del Guadalquivir con Sevilla. </p>
339	Ámbito autonómico y municipal	Immatriculacions de l'Església catòlica	<p>Proponemos la recuperación del patrimonio histórico-cultural para el disfrute público. La Iglesia católica se ha apropiado de una parte importante de nuestro patrimonio sin ningún tipo de contrapartida al Estado y mediante un registro privado e independiente del registro público. Por ello, atenderemos las reivindicaciones de diversos colectivos de la sociedad civil, como las relativas a la mezquita de Córdoba.</p>
340	Ámbito autonómico y municipal	Regulació d'aprofitaments hidràulics de les subconques dels rius Genil, Fardes i Guadiana Menor	<p>Llevaremos a cabo las siguientes propuestas:</p><ul><li>Derogación de los proyectos de trasvase del río Castril.</li><li>Regulación de aprovechamientos hidráulicos de las subcuencas de los ríos Genil, Fardes y Guadiana Menor.</li><li>Realización de un plan integral de saneamiento y restauración del río Genil entre Granada y Loja.</li><li>Mantenimiento de los siguientes embalses: El Portillo, San Clemente, Negratín, Francisco Abellán, Canales, Quéntar, Cubillas, Colomera y Bermejales.</li></ul>
341	Ámbito autonómico y municipal	Descontaminació de terrenys anteriorment utilitzats per la indústria	<p>Realizaremos las actuaciones necesarias para la retirada de los fosfoyesos y del cesio-137 procedente de las cenizas de Acerinox y demás residuos vertidos en la marisma del Rincón y en la de Mendaña, al igual que el resto de residuos vertidos en las contaminadas marismas del Pinar.</p><p>Además, procuraremos la máxima descontaminación de los terrenos ocupados por las industrias que han cerrado en la avenida Francisco Montenegro (Punta del Sebo), y los recuperaremos íntegramente para el uso y disfrute de la ciudadanía. </p><p>También impulsaremos la regeneración y restauración de los humedales de las marismas del río Tinto mediante un proyecto innovador a nivel mundial que servirá para proyectar una imagen verde, nueva y moderna.</p>
342	Ámbito autonómico y municipal	Millora i creació de nous trams a la xarxa de carreteres	<p>Promoveremos la finalización de la autovía del Olivar y de la A-32 (Linares-Albacete) y la realización de un estudio de la variante N-322 que cruza la comarca de El Condado.</p>
343	Ámbito autonómico y municipal	Construcció d'una segona presa en el pantà de la Concepció	<p>Abogaremos por la construcción de una segunda presa en el pantano de la Concepción, pues es un proyecto que lleva muchos años considerándose imprescindible para toda la Costa del Sol occidental, ya que la capacidad de la actual (construida en 1971) es insuficiente para abastecer a la población. </p>
344	Ámbito autonómico y municipal	Millora de la xarxa ferroviària per a la vertebració d'Andalusia	<p>Procuraremos una mejor dotación de infraestructuras ferroviarias, con carácter interprovincial e interregional, para reactivar la economía y para mejorar la movilidad y la convivencia de los andaluces y andaluzas:</p><ul><li>Almería. Conexión Almería-Murcia: pasajeros y tren de alta velocidad (TAV) de mercancías. Conexión TAV con Granada. Desarrollo de una red de tren de Cercanías en la comarca del Poniente. </li><li>Cádiz. Electrificación de la línea ferroviaria Algeciras-Bobadilla para mejorar las conexiones del puerto y la ciudad.</li><li>Granada. Proyecto de ferrocarril que conecte Granada (por Motril) con Málaga y Almería. </li><li>Huelva. Mejora y ampliación de la conexión ferroviaria con Extremadura (la actual Huelva-Zafra), además de la mejora de los servicios de la línea Huelva-Sevilla. </li><li>Jaén. Reactivación y mejora de la red de tren de Cercanías, así como de la estación Linares-Baeza.</li><li>Málaga. Corredor ferroviario litoral desde Málaga a Algeciras, con extensión hasta Nerja. </li><li>Sevilla. Mejora de la red de tren de Cercanías; en particular, la conexión de Los Palacios con la línea Cádiz-Sevilla a la altura de Utrera.</li></ul>
345	Ámbito autonómico y municipal	Pla integral de protecció de la olivera i la seva indústria	<p>Promoveremos medidas para mejorar la calidad de vida en el ámbito olivarero, así como sus condiciones de comercialización y exportación:</p><ul><li>Apoyaremos la industria relacionada con la explotación agrícola en Jaén.</li><li>Abogaremos por la mediación estatal en el precio del aceite de oliva para acabar con las prácticas abusivas.</li><li>Fomentaremos la distribución y el embotellado del aceite de oliva desde la provincia para apostar por una menor dependencia de intermediarios. </li><li>Velaremos por el cumplimiento estricto de las normas que rigen la obtención y utilización de las denominaciones de origen y las indicaciones geográficas protegidas.</li><li>Promoveremos la implantación de cultivos complementarios en las explotaciones dedicadas al olivar.</li><li>Explicaremos mediante campañas publicitarias las especiales características del aceite de oliva como base de la dieta mediterránea, para poner en valor sus cualidades.</li><li>Apoyaremos la declaración del olivar andaluz como Patrimonio Mundial por parte de la Unesco. </li></ul>
346	Ámbito autonómico y municipal	Pla de millora i de redimensionat de l'empresa pública incineradora REMESA	<p>Pondremos en marcha un plan para mejorar la actividad de la empresa de tratamiento de residuos REMESA con el objetivo de alcanzar la media europea en tasas de material reciclado y contribuir a conservar la biodiversidad, al mismo tiempo que se fomenta la creación de puestos de trabajo.</p><p>Aragón</p>
347	Ámbito autonómico y municipal	Reobertura de la línia ferroviària Canfranc-Olorón en l'horitzó 2020	<p>Restauraremos y reabriremos la línea ferroviaria entre Huesca y el sudoeste de Francia para facilitar el tránsito de mercancías y viajeros entre España y Francia, lo que conllevará una mejora competitiva y el desarrollo de Aragón como polo logístico.</p>
348	Ámbito autonómico y municipal	Paralització de les obres de recreixement del pantà de Yesa	<p>Suspenderemos las obras de recrecimiento del pantano de Yesa en Aragón, tras haberse multiplicado por cinco el coste presupuestado debido a problemas geológicos no previstos inicialmente. Además, existe un riesgo de ruptura de la presa, y las obras tendrían unos costes medioambientales que no se habían considerado al principio, aparte del efecto sobre el patrimonio natural y urbano que el desarrollo de esta obra hidráulica supone.</p>
349	Ámbito autonómico y municipal	Millora del corredor ferroviari Cantàbric-Mediterrani	<p>Impulsaremos una mejora de las comunicaciones entre el Cantábrico y el Mediterráneo mediante un plan de inversiones en las líneas ferroviarias del trazado Teruel-Zaragoza-Sagunto, para potenciar la capacidad logística de Aragón y las relaciones comerciales entre el norte y el este peninsular.</p><p>Asturies / aSTURIAS </p>
350	Ámbito autonómico y municipal	Fons miners per al desenvolupament d'Astúries	<p>Impulsaremos la resolución del conflicto entre administraciones por el pago de las cantidades adeudadas de fondos mineros, y aplicaremos dichos fondos a políticas económicas expansivas que permitan destinar esas cuantías a proyectos que mejoren el fortalecimiento de las pymes asturianas, el empleo sostenible y los servicios públicos esenciales como la sanidad, la educación, la vivienda y los servicios sociales.</p>
351	Ámbito autonómico y municipal	Pla d'infraestructures	<p>Promoveremos un cambio en la política de infraestructuras hacia una utilización inteligente de los recursos y una articulación ecuánime del territorio asturiano. Para ello, hemos fijado cuatro objetivos básicos en el plan de infraestructuras para la próxima legislatura:</p><ul><li>Mejora sustancial del servicio de tren de Cercanías para establecer un servicio de alta frecuencia que proporcione a Asturias la fluidez necesaria en los desplazamientos.</li><li>Finalización de los tramos pendientes en la autovía de La Espina.</li><li>Eliminación del peaje del Huerna, con el fin de proporcionar a Asturias una entrada directa sin sobrecostes que impidan el desarrollo económico del territorio.</li><li>Protección de la ciudadanía frente a la contaminación acústica, visual y atmosférica que generan las grandes infraestructuras (autovías, autopistas y redes ferroviarias) a su paso por núcleos urbanos.</li></ul>
352	Ámbito autonómico y municipal	Impuls d'un règim específic balear basat en l'equilibri econòmic i solidari entre els diferents territoris de l'Estat espanyol	<ul><li>Cumpliremos la normativa existente en el ordenamiento jurídico balear que explícitamente mejore la financiación de las Islas Baleares.</li><li>Promoveremos la obtención del estatus de territorio especial para las Islas Baleares y la aplicación de la normativa específica de la Unión Europea para estos supuestos.</li><li>Elaboraremos un programa de inversiones estatales y en las Islas Baleares.</li><li>Diseñaremos un régimen económico específico para lasIslas Baleares que atienda la compensación interterritorial.</li><li>Crearemos un instrumento de política económica que otorgue validez objetiva y compensadora a determinados sectores, para garantizar el desarrollo económico, laboral y social de nuestro territorio.</li></ul>
353	Ámbito autonómico y municipal	Declaració d'interès públic de les connexions interilles i peninsulars per a Illes Balears i les illes Canàries	<p>A partir de la declaración de interés público, se tasarán precios reducidos en los vuelos interislas y peninsulares para los residentes en las islas.</p><p>Canarias</p>
354	Ámbito autonómico y municipal	Reconeixement de Canàries com a Regió Ultraperifèrica (RUP) en la Constitució espanyola	<p>Garantizaremos constitucionalmente la permanencia y vertebración del régimen económico y fiscal de las islas Canarias. El Gobierno instará a las Cortes Generales y al Parlamento de Canarias a la modificación parcial del título IV del Estatuto de Autonomía de Canarias con el fin de incluir los principios de modulación de las políticas y actuaciones legislativas, reglamentarias y financieras de los poderes públicos del Estado. La legislación estatal habrá de dotar de un tratamiento específico a aquellas materias que lo requieran en atención a la lejanía, la insularidad y las limitaciones estructurales permanentes de Canarias, para que se reconozcan en la Constitución española las características de RUP que la Unión Europea ya reconoce.</p>
355	Ámbito autonómico y municipal	Foment de les actuacions derivades de la reserva d'inversions per a Canàries	<p>Promoveremos la aplicación de los beneficios fiscales recogidos por la reserva de inversiones para Canarias, de modo que se incentivará la inversión de los recursos empresariales en las islas, con el consiguiente incremento en la creación de puestos de trabajo y en la formación profesional de la población canaria.</p>
356	Ámbito autonómico y municipal	Compliment dels principals objectius i mesures dels Programes d'Opcions Específiques per la Llunyania i la Insularitat (POSEI) per garantir la dotació pressupostària	<p>Garantizaremos una dotación presupuestaria adecuada, con complementos por parte de la Administración central en los casos en que el Gobierno de Canarias no pueda financiar el tramo que le corresponde, con el fin de cumplir los principales objetivos del POSEI, que son los siguientes:</p><ul><li>Promoción de un desarrollo sostenible que permita el mantenimiento de la actividad agropecuaria en Canarias y el incremento del autoabastecimiento, pasos firmes hacia la soberanía alimentaria, así como el mantenimiento de unas rentas agrarias dignas, que sostengan el paisaje, los usos y las tradiciones agrícolas, para evitar la desertización del suelo y preservar la biodiversidad, todo lo cual conllevará una mejora en la calidad de los productos y la incorporación de elementos diferenciadores en el mercado.</li><li>Financiación igual para todos los que producen en las mismas condiciones.</li><li>Garantía para el abastecimiento de productos para el consumo y la transformación y, asimismo, de insumos agrarios que compensen el sobrecoste que supone ser territorio RUP.</li><li>Prohibición de las compensaciones a productos que compiten con la producción local.</li><li>Establecimiento de mecanismos de control e inspección suficientes que impidan el fraude.</li><li>Creación de un sistema simplificado de acceso a las ayudas para los pequeños agricultores.</li><li>Fomento de las explotaciones agroecológicas.</li><li>Prohibición de las ayudas a la importación de productos transgénicos.</li><li>Impulso del cambio de modelo energético hacia un nuevo modelo de energías renovables, limpias, eficaces y sostenibles.</li></ul>
357	Ámbito autonómico y municipal	No al fracking a Cantàbria	<p>En función de los riesgos medioambientales y sanitarios, y de sus consecuencias para el modo de vida rural, suspenderemos los permisos concedidos para la actividad de fracking en Cantabria. Esto afecta a los siguientes proyectos: </p><ul><li>Luena, cuya incidencia recae sobre los valles de Besaya, Pas, Pisueña, Miera y Asón, y sobre una parte de Burgos. </li><li>Bezana-Bigüenzo, que afecta a todo el sur de Cantabria: Campoo, Valdeprado y Valderredible, así como a una parte de Palencia y Burgos.</li></ul>
358	Ámbito autonómico y municipal	Pla de reactivació econòmica per a les comarques del Besaya i de Reïnosa	<p>Promoveremos un plan de reindustrialización sostenible en las comarcas del Besaya y de Reinosa, en las que el desmantelamiento de la industria ha tenido efectos significativamente negativos sobre la actividad y el empleo. Las principales líneas de actuación de este plan serán:</p><ul><li>La puesta en marcha de ayudas para la modernización de industrias en riesgo de deslocalización, mediante la compra de maquinaria y patentes y la transformación de procesos productivos que permitan incrementar la productividad y la competitividad. </li><li>El asesoramiento en la búsqueda de nuevos mercados, la internacionalización de las empresas, el aprovechamiento de cadenas globales de valor y el fomento de las exportaciones de bienes y servicios.</li><li>La concesión de incentivos para el incremento de la eficiencia energética y la reducción de emisiones y residuos procedentes del proceso productivo.</li><li>El fomento del desarrollo de nuevo suelo industrial y readaptación del ya existente. </li><li>La concesión de incentivos para atraer nuevas empresas, inversión extranjera directa y participación en sociedades mixtas. </li><li>La mejora de las infraestructuras viales para reducir el coste del transporte de mercancías.</li><li>La implementación de un plan de ayudas para atraer el talento y la formación continua de los trabajadores. </li></ul>
359	Ámbito autonómico y municipal	 Paralització completa del magatzem temporal centralitzat de Villar de Canyes	<p>Promoveremos la sustitución del almacén temporal centralizado de residuos nucleares de Villar de Cañas por una planta de investigación de energía limpia (biocombustibles, fotovoltaica, eólica, etcétera); esta acción se convertirá en una referencia estatal, pues contribuirá a iniciar una transición energética eficiente en todo el país.</p>
360	Ámbito autonómico y municipal	Plataforma logística intermodal i tren de mercaderies per a Toledo	<p>Pondremos en marcha las acciones necesarias para que la ciudad de Toledo cuente con una plataforma logística intermodal y un tren de mercancías, puesto que la supresión de esta infraestructura ha provocado un importante parón en el desarrollo industrial y en la creación de empleo. </p><p>Castilla y León</p>
361	Ámbito autonómico y municipal	Proposta d'avantprojecte de llei per a la defensa de l'autonomia local i el reconeixement de les comarques	<p>Devolveremos la capacidad de decisión, y los recursos para ejercerla, a los municipios unidos o mancomunados. Por ello, trabajaremos conscientemente con el fin de garantizar la defensa de las fórmulas específicas de organización de los municipios o entidades menores que forman la unidad comarcal, para lo que salvaguardaremos sus derechos patrimoniales sobre el territorio y pondremos definitivamente en marcha la Ley para el Desarrollo Sostenible del Medio Rural, de forma que se pueda asegurar la discriminación positiva para aquellas comarcas con mayor despoblación y mayores carencias de infraestructuras. Procuraremos que las unidades de gobierno de ámbito comarcal (municipios unificados o mancomunados) queden adecuadamente dotadas con los recursos necesarios para autogestionar los servicios básicos en su territorio y participar en el control de las acciones que en él realizan la Administración autonómica y la Administración General del Estado.</p>
362	Ámbito autonómico y municipal	Ferrocarril per a Castella i Lleó	<p>Castilla y León es una comunidad autónoma muy extensa con importantes carencias en lo relativo a las comunicaciones entre sus provincias, comarcas y pueblos, por lo que estudiaremos los accesos y conexiones para mejorar la movilidad y accesibilidad desde esta comunidad hacia otras comunidades autónomas, así como los desplazamientos internos entre las diferentes provincias de la comunidad castellanoleonesa.</p><p>Las medidas que pondremos en marcha obedecerán a los siguientes objetivos:</p><ul><li>Potenciar el tren convencional y de Cercanías. </li><li>Favorecer el transporte de mercancías por ferrocarril. España es uno de los países que tiene unos porcentajes más bajos de Europa en este tipo de transporte.</li><li>Reabrir el tramo entre Madrid-Aranda de Duero y Burgos.</li><li>Reabrir el tramo de la Vía de la Plata (Zamora-Salamanca-Plasencia) y la continuación hacia Asturias, por Benavente; se valorará un tramo nuevo y directo desde Benavente hacia León. </li><li>Retomar el proyecto de la línea Madrid-Plasencia, el conocido como el «tren de la cereza». </li></ul>
363	Ámbito autonómico y municipal	Ampliar i millorar el sistema dels afores (Rodalies) de la regió metropolitana de Barcelona	<p>Incrementaremos las frecuencias, mejoraremos la calidad del servicio y promoveremos la implementación de trenes semidirectos. </p>
364	Ámbito autonómico y municipal	Compliment de l'Estatut d'Autonomia de Catalunya en relació amb les inversions en infraestructures	<p>Consideramos que es imprescindible dar cumplimiento, de manera retroactiva, a la disposición adicional tercera del Estatuto, referente a las inversiones estatales en las infraestructuras catalanas.</p>
365	Ámbito autonómico y municipal	Millora de la xarxa ferroviària a les comarques de muntanya	<p>Ampliaremos y mejoraremos los tramos que unen zonas urbanas, rurales y periféricas en algunos puntos clave del territorio catalán, para de este modo mejorar también la conexión comercial y los flujos de movilidad.</p>
366	Ámbito autonómico y municipal	Autovia Lleida-Pirineus	<p>Ampliaremos y mejoraremos los tramos de carreteras que unen zonas urbanas, rurales y periféricas en algunos puntos clave del territorio catalán, como es el caso de la autovía Lleida-Pirineus.</p><p>Extremadura</p>
367	Ámbito autonómico y municipal	Cooperació transfronterera	<p>Implementaremos un plan de actuación e inversión junto con Portugal, para fomentar así las comunicaciones e inversiones conjuntas. </p><p>Extremadura y el Alentejo portugués comparten una frontera, pero también poseen características socioeconómicas similares, como la baja densidad de población, la carencia en comunicaciones y transportes, y la dependencia de los sectores agrícola y ganadero. Por ello, favoreceremos el cambio de modelo productivo para ambas regiones, porque compartir servicios e infraestructuras es un objetivo común que requiere, más que cooperaciones puntuales, el diseño conjunto de proyectos y un firme compromiso en inversiones.</p><p>galiza / Galicia</p>
368	Ámbito autonómico y municipal	Paralització de la A-57 per salvar les muntanyes gallegues	<p>Debido al gran impacto medioambiental, patrimonial y social, y al hecho de que no existe un planteamiento integral coherente de ejecución unitaria, proponemos la paralización del proyecto de la autovía A-57. </p>
369	Ámbito autonómico y municipal	Sanejament de la ria del Burgo	<p>Promoveremos la limpieza de lodos y el saneamiento de la ría del Burgo tras el abandono que ha sufrido por parte de las diferentes administraciones, para hacer de la ría un lugar acorde con la excelente calidad del marisco gallego.</p>
370	Ámbito autonómico y municipal	Recuperació de la ria de Pontevedra per a la ciutadania	<p>Abogaremos por la derogación del artículo segundo de la Ley de Protección y Uso Sostenible del Litoral, que contempla la posibilidad de prorrogar las actuales concesiones en terrenos de dominio público marítimo-terrestre hasta en 75 años más allá de las fechas de caducidad fijadas en las adjudicaciones. Este artículo facilitaría la permanencia de instalaciones como el complejo industrial de Ence-Elnosa en el dominio marítimo-terrestre en la ría de Pontevedra.</p><p>Comunidad de madrid</p>
371	Ámbito autonómico y municipal	Dotar de més aigua (i d’una millor qualitat) al riu Tajo al seu pas per Aranjuez	<p>Para ello, promoveremos: </p><ul><li>La revisión del Plan Hidrológico de la demarcación hidrográfica del Tajo correspondiente al proceso de planificación 2015-2021, para comprobar si se adapta a la normativa europea.</li><li>La coordinación con plataformas de la sociedad civil que puedan ampliar la información y las demandas (como, por ejemplo, Ecologistas en Acción, la Red Ciudadana por una Nueva Cultura del Agua en el Tajo y sus ríos o la Plataforma en Defensa de los ríos Tajo y Alberche). </li><li>El análisis de las posibles consecuencias del rechazo a la aprobación del Plan Hidrológico. </li><li>El establecimiento de medidas de contención de dichas consecuencias. </li><li>El rechazo de la aprobación del Plan Hidrológico, prevista para diciembre de 2015, en caso de que el plan no se adapte a la normativa europea. </li><li>La propuesta de elaboración de un nuevo plan que recoja un caudal mínimo ecológico de al menos 11,74 metros cúbicos por segundo y aplique la nueva política europea del agua. </li></ul>
372	Ámbito autonómico y municipal	Resolució del projecte de construcció de la línia de tren de Rodalies Móstoles-Navalcarnero	<p>Resolveremos la situación de la línea de tren de Cercanías Móstoles-Navalcarnero, cuya ejecución actualmente está detenida. Para ello:</p><ul><li>Analizaremos la situación actual del proyecto desde los puntos de vista técnico, funcional, medioambiental, urbanístico y económico. </li><li>Revisaremos el contrato con la empresa adjudicataria. </li><li>Analizaremos la viabilidad de retomar la construcción de la línea ferroviaria, con la incorporación de estaciones en Arroyomolinos y Griñón. </li><li>Definiremos y analizaremos las alternativas para mejorar los accesos a las localidades afectadas.</li></ul>
373	Ámbito autonómico y municipal	Eliminació, soterrament o trasllat de les dues línies d’alta tensió que actualment travessen de nord a sud el municipi d’Arroyomolinos per sobre d’habitatges, zones verdes, àrees infantils i zones esportives	<p>Los pasos que daremos para conseguirlo serán los siguientes:</p><ul><li>La elaboración y la difusión de un estudio acerca de todo el proceso (definición del proyecto, instalación, resultados e impacto ambiental). </li><li>La coordinación con plataformas vecinales y de la sociedad civil, además de expertos y administraciones implicadas, para determinar cuál es la mejor alternativa (eliminación, soterramiento o traslado). </li><li>La autorización para poder desarrollar la solución acordada.</li></ul>
374	Ámbito autonómico y municipal	Compliment de les mesures de conservació i restauració de la conca hidrogràfica del riu Guadarrama	<p>Aseguraremos el cumplimiento de las medidas de conservación y restauración de la cuenca hidrográfica del río Guadarrama (parque regional y espacio natural protegido), que comprende los términos municipales de El Álamo, Batres, Boadilla del Monte, Brunete, Colmenarejo, Galapagar, Majadahonda, Moraleja de Enmedio, Móstoles, Navalcarnero, Las Rozas, Serranillos del Valle, Sevilla la Nueva, Torrelodones, Valdemorillo, Villanueva de la Cañada, Villanueva del Pardillo y Villaviciosa de Odón. Para ello, llevaremos a cabo:</p><ul><li>Un estudio de la situación actual de la cuenca del río. </li><li>Y una revisión del Plan de Gestión de la cuenca del río Guadarrama y de su cumplimiento hasta la fecha. </li></ul>
375	Ámbito autonómico y municipal	Recuperació del projecte per ampliar la línia C4 de tren de Rodalies fins els municipis de Torrejón de la Calzada i Torrejón de Velasco	<p>Retomaremos este proyecto de ampliación para:</p><ul><li>Analizar el estado actual del Plan de Infraestructuras Ferroviarias de Cercanías para Madrid 2009-2015. </li><li>Realizar un estudio informativo y un presupuesto para la ampliación de la línea C4 de tren de Cercanías. </li><li>Definir y analizar las alternativas de trazado viables para construir la infraestructura ferroviaria. </li><li>Analizar la viabilidad y, en su caso, el emplazamiento más adecuado para la construcción de dos nuevas estaciones: una primera próxima al Hospital de Parla, y la segunda en las proximidades de las poblaciones de Torrejón de la Calzada y Torrejón de Velasco. Este análisis se realizará teniendo en cuenta la accesibilidad, la demanda, las conexiones con otros medios de transporte público y las facilidades de construcción. </li><li>Realizar un estudio específico de las condiciones de explotación y demanda de transporte. </li><li>Ampliar la línea C4 de tren de Cercanías, siempre que se haya demostrado su viabilidad técnica y económica.</li></ul>
376	Ámbito autonómico y municipal	Revisió del projecte de soterrament de les vies de tren al sud de Madrid	<p>Revisaremos el proyecto de soterramiento de las vías del tren en el sur de Madrid que dividen en dos los municipios de Alcorcón, Fuenlabrada, Getafe, Leganés y Móstoles. Para ello, analizaremos el acuerdo de colaboración firmado en 2011 entre el Ministerio de Fomento y los ayuntamientos de dichos municipios, así como la viabilidad de los compromisos que competan al Ministerio y se incluyan en el acuerdo y, finalmente, las posibles alternativas y soluciones para cumplir dichos compromisos.</p><p>Región de murcia</p>
377	Ámbito autonómico y municipal	Millora de la xarxa ferroviària de la Regió de Múrcia	<ul><li>Promoveremos la electrificación y el desdoblamiento de vías del tren en la región, el restablecimiento de la línea con Andalucía, y la eliminación de barreras en los tramos de Murcia-Alicante, Murcia-Albacete y Murcia-Andalucía. </li><li>Elaboraremos un plan para impulsar, mejorar y acondicionar la red ferroviaria de Cercanías, en concreto la red existente entre la Región de Murcia y las provincias de Alicante, Granada y Albacete, es decir, los tramos Cartagena-Alicante, Cartagena-Murcia, Murcia-Granada y Murcia-Albacete.</li><li>Desarrollaremos un plan para impulsar el tren de vía estrecha en la comarca del Campo de Cartagena.</li><li>Impulsaremos la creación del corredor de mercancías del Mediterráneo.</li><li>Eliminaremos el trazado ferroviario del municipio de Alcantarilla. </li><li>Promoveremos el soterramiento de las vías en toda la ciudad de Murcia.</li></ul>
378	Ámbito autonómico y municipal	Pla de defensa del litoral murcià	<p>Derogaremos la Ley 2 / 2013, de 29 de mayo, de protección y uso sostenible del litoral, y modificaremos la Ley 22 / 1988, de 28 de julio, de costas, para introducir medidas de protección reales y efectivas de la costa virgen (no urbanizada). También favoreceremos su aplicación y desarrollo, para lo que mantendremos la potestad del Estado de suspender actos y acuerdos de entes locales que afecten al dominio público marítimo-terrestre. Con ello, pretendemos frenar la destrucción (por la especulación urbanística) del litoral virgen murciano. Asimismo, evitaremos que proyectos con gran impacto negativo en el medio ambiente cuenten con el respaldo de leyes como la Ley del Suelo de 2001 de la Región de Murcia, que supuso la desprotección de buena parte del litoral afectado por el proyecto de urbanización de Marina de Cope.</p><p>NAFARROA / navarra</p>
